date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:31:51	31965/31965	---M--	200	added ('OK')	text/html	date:Mon,%2001%20Jul%202024%2008:31:51%20GMT	https://www.medrie.nl/patienten/met-spoed-een-huisarts-nodig-bel-0900-333-6-333	www.medrie.nl/patienten/met-spoed-een-huisarts-nodig-bel-0900-333-6-333.html	(from https://www.medrie.nl/patienten/met-spoed-een-huisarts-nodig-bel-0900-333-6-333/)
10:31:53	198/198	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2001%20Jul%202024%2008:31:15%20GMT	https://www.medrie.nl/professionals/huisarts-aios-worden-in-de-medrie-regio/	www.medrie.nl/professionals/huisarts-aios-worden-in-de-medrie-regio/index.html	(from https://www.medrie.nl/)
10:31:54	156/156	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2001%20Jul%202024%2008:31:48%20GMT	https://www.medrie.nl/over-medrie/	www.medrie.nl/over-medrie/index.html	(from https://www.medrie.nl/)
10:31:54	27142/27142	---M--	200	added ('OK')	text/html	date:Mon,%2001%20Jul%202024%2008:31:54%20GMT	https://www.medrie.nl/patienten/informatie-voor-patienten	www.medrie.nl/patienten/informatie-voor-patienten.html	(from https://www.medrie.nl/patienten/informatie-voor-patienten/)
10:31:56	152/152	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2001%20Jul%202024%2008:31:51%20GMT	https://www.medrie.nl/contact/	www.medrie.nl/contact/index.html	(from https://www.medrie.nl/)
10:31:57	151/151	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2001%20Jul%202024%2008:31:52%20GMT	https://www.medrie.nl/nieuws/	www.medrie.nl/nieuws/index.html	(from https://www.medrie.nl/)
10:31:58	152/152	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2001%20Jul%202024%2008:31:54%20GMT	https://www.medrie.nl/privacy/	www.medrie.nl/privacy/index.html	(from https://www.medrie.nl/)
10:31:58	23948/23948	---M--	200	added ('OK')	text/html	date:Mon,%2001%20Jul%202024%2008:31:58%20GMT	https://www.medrie.nl/patienten/uw-ervaringen-als-patient	www.medrie.nl/patienten/uw-ervaringen-als-patient.html	(from https://www.medrie.nl/patienten/uw-ervaringen-als-patient/)
10:32:00	169/169	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2001%20Jul%202024%2008:31:55%20GMT	https://www.medrie.nl/veilig-mailen-met-medrie/	www.medrie.nl/veilig-mailen-met-medrie/index.html	(from https://www.medrie.nl/)
10:32:00	165/165	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2001%20Jul%202024%2008:31:57%20GMT	https://www.medrie.nl/algemene-voorwaarden/	www.medrie.nl/algemene-voorwaarden/index.html	(from https://www.medrie.nl/)
10:32:00	155/155	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2001%20Jul%202024%2008:31:59%20GMT	https://www.medrie.nl/disclaimer/	www.medrie.nl/disclaimer/index.html	(from https://www.medrie.nl/)
10:32:00	171/171	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2001%20Jul%202024%2008:31:58%20GMT	https://www.medrie.nl/wetenschappelijk-onderzoek/	www.medrie.nl/wetenschappelijk-onderzoek/index.html	(from https://www.medrie.nl/)
10:32:01	22519/22519	---M--	200	added ('OK')	text/html	date:Mon,%2001%20Jul%202024%2008:32:00%20GMT	https://www.medrie.nl/clientenraad	www.medrie.nl/clientenraad.html	(from https://www.medrie.nl/clientenraad/)
10:32:01	24197/24197	---M--	200	added ('OK')	text/html	date:Mon,%2001%20Jul%202024%2008:32:00%20GMT	https://www.medrie.nl/klacht-compliment	www.medrie.nl/klacht-compliment.html	(from https://www.medrie.nl/klacht-compliment/)
10:32:02	23926/23926	---M--	200	added ('OK')	text/html	date:Mon,%2001%20Jul%202024%2008:32:01%20GMT	https://www.medrie.nl/professionals	www.medrie.nl/professionals.html	(from https://www.medrie.nl/professionals/)
10:32:03	37510/37510	---M--	200	added ('OK')	text/html	date:Mon,%2001%20Jul%202024%2008:32:02%20GMT	https://www.medrie.nl/professionals/ondersteuning-dagpraktijken	www.medrie.nl/professionals/ondersteuning-dagpraktijken.html	(from https://www.medrie.nl/professionals/ondersteuning-dagpraktijken/)
10:32:04	28654/28654	---M--	200	added ('OK')	text/html	date:Mon,%2001%20Jul%202024%2008:32:03%20GMT	https://www.medrie.nl/professionals/huisarts-aios-worden-in-de-medrie-regio	www.medrie.nl/professionals/huisarts-aios-worden-in-de-medrie-regio.html	(from https://www.medrie.nl/professionals/huisarts-aios-worden-in-de-medrie-regio/)
10:32:05	25451/25451	---M--	200	added ('OK')	text/html	date:Mon,%2001%20Jul%202024%2008:32:04%20GMT	https://www.medrie.nl/medrie-actueel	www.medrie.nl/medrie-actueel.html	(from https://www.medrie.nl/medrie-actueel/)
10:32:06	26893/26893	---M--	200	added ('OK')	text/html	date:Mon,%2001%20Jul%202024%2008:32:05%20GMT	https://www.medrie.nl/over-medrie	www.medrie.nl/over-medrie.html	(from https://www.medrie.nl/over-medrie/)
10:32:07	24551/24551	---M--	200	added ('OK')	text/html	date:Mon,%2001%20Jul%202024%2008:32:06%20GMT	https://www.medrie.nl/contact	www.medrie.nl/contact.html	(from https://www.medrie.nl/contact/)
10:32:08	25615/25615	---M--	200	added ('OK')	text/html	date:Mon,%2001%20Jul%202024%2008:32:07%20GMT	https://www.medrie.nl/nieuws	www.medrie.nl/nieuws.html	(from https://www.medrie.nl/nieuws/)
10:32:09	26860/26860	---M--	200	added ('OK')	text/html	date:Mon,%2001%20Jul%202024%2008:32:08%20GMT	https://www.medrie.nl/privacy	www.medrie.nl/privacy.html	(from https://www.medrie.nl/privacy/)
10:32:15	25315/25315	---M--	200	added ('OK')	text/html	date:Mon,%2001%20Jul%202024%2008:32:14%20GMT	https://www.medrie.nl/veilig-mailen-met-medrie	www.medrie.nl/veilig-mailen-met-medrie.html	(from https://www.medrie.nl/veilig-mailen-met-medrie/)
10:32:16	29956/29956	---M--	200	added ('OK')	text/html	date:Mon,%2001%20Jul%202024%2008:32:16%20GMT	https://www.medrie.nl/algemene-voorwaarden	www.medrie.nl/algemene-voorwaarden.html	(from https://www.medrie.nl/algemene-voorwaarden/)
10:32:17	21995/21995	---M--	200	added ('OK')	text/html	date:Mon,%2001%20Jul%202024%2008:32:17%20GMT	https://www.medrie.nl/wetenschappelijk-onderzoek	www.medrie.nl/wetenschappelijk-onderzoek.html	(from https://www.medrie.nl/wetenschappelijk-onderzoek/)
10:32:18	20982/20982	---M--	200	added ('OK')	text/html	date:Mon,%2001%20Jul%202024%2008:32:18%20GMT	https://www.medrie.nl/disclaimer	www.medrie.nl/disclaimer.html	(from https://www.medrie.nl/disclaimer/)
10:32:57	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2001%20Jul%202024%2008:32:19%20GMT	https://www.medrie.nl/aandachtspunten-bellen-0900-nummer-huisartsenpost/	www.medrie.nl/aandachtspunten-bellen-0900-nummer-huisartsenpost/index.html	(from https://www.medrie.nl/patienten/met-spoed-een-huisarts-nodig-bel-0900-333-6-333)
10:33:01	230/230	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2001%20Jul%202024%2008:32:19%20GMT	https://www.medrie.nl/patienten/met-spoed-een-huisarts-nodig-bel-0900-333-6-333/hoe-werkt-de-huisartsenpost/	www.medrie.nl/patienten/met-spoed-een-huisarts-nodig-bel-0900-333-6-333/hoe-werkt-de-huisartsenpost/index.html	(from https://www.medrie.nl/patienten/met-spoed-een-huisarts-nodig-bel-0900-333-6-333)
10:33:04	255/255	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2001%20Jul%202024%2008:32:19%20GMT	https://www.medrie.nl/patienten/met-spoed-een-huisarts-nodig-bel-0900-333-6-333/bellen-met-huisartsenpost-welke-gegevens-bij-de-hand/	www.medrie.nl/patienten/met-spoed-een-huisarts-nodig-bel-0900-333-6-333/bellen-met-huisartsenpost-welke-gegevens-bij-de-hand/index.html	(from https://www.medrie.nl/patienten/met-spoed-een-huisarts-nodig-bel-0900-333-6-333)
10:33:04	256/256	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2001%20Jul%202024%2008:32:19%20GMT	https://www.medrie.nl/patienten/met-spoed-een-huisarts-nodig-bel-0900-333-6-333/wanneer-moet-ik-contact-opnemen-met-de-huisartsenpost/	www.medrie.nl/patienten/met-spoed-een-huisarts-nodig-bel-0900-333-6-333/wanneer-moet-ik-contact-opnemen-met-de-huisartsenpost/index.html	(from https://www.medrie.nl/patienten/met-spoed-een-huisarts-nodig-bel-0900-333-6-333)
10:33:40	233/233	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2001%20Jul%202024%2008:32:57%20GMT	https://www.medrie.nl/patienten/met-spoed-een-huisarts-nodig-bel-0900-333-6-333/de-huisartsenposten-van-medrie/	www.medrie.nl/patienten/met-spoed-een-huisarts-nodig-bel-0900-333-6-333/de-huisartsenposten-van-medrie/index.html	(from https://www.medrie.nl/patienten/met-spoed-een-huisarts-nodig-bel-0900-333-6-333)
10:33:43	222/222	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2001%20Jul%202024%2008:33:01%20GMT	https://www.medrie.nl/patienten/met-spoed-een-huisarts-nodig-bel-0900-333-6-333/veelgestelde-vragen/	www.medrie.nl/patienten/met-spoed-een-huisarts-nodig-bel-0900-333-6-333/veelgestelde-vragen/index.html	(from https://www.medrie.nl/patienten/met-spoed-een-huisarts-nodig-bel-0900-333-6-333)
10:33:43	239/239	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2001%20Jul%202024%2008:33:04%20GMT	https://www.medrie.nl/patienten/informatie-voor-patienten/oogfoto-maken-zwolle-genemuiden-heerde-heino-elburg-kampen/	www.medrie.nl/patienten/informatie-voor-patienten/oogfoto-maken-zwolle-genemuiden-heerde-heino-elburg-kampen/index.html	(from https://www.medrie.nl/patienten/informatie-voor-patienten)
10:33:44	26733/26733	---M--	200	added ('OK')	text/html	date:Mon,%2001%20Jul%202024%2008:33:43%20GMT	https://www.medrie.nl/vacatures-bij-dagpraktijken	www.medrie.nl/vacatures-bij-dagpraktijken.html	(from https://www.medrie.nl/professionals/ondersteuning-dagpraktijken)
10:33:45	258/258	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2001%20Jul%202024%2008:33:04%20GMT	https://www.medrie.nl/patienten/met-spoed-een-huisarts-nodig-bel-0900-333-6-333/op-vakantie-in-de-regio-en-met-spoed-een-huisarts-nodig/	www.medrie.nl/patienten/met-spoed-een-huisarts-nodig-bel-0900-333-6-333/op-vakantie-in-de-regio-en-met-spoed-een-huisarts-nodig/index.html	(from https://www.medrie.nl/patienten/met-spoed-een-huisarts-nodig-bel-0900-333-6-333)
10:34:15	203/203	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2001%20Jul%202024%2008:33:40%20GMT	https://www.medrie.nl/patienten/informatie-voor-patienten/folders-voor-patienten/	www.medrie.nl/patienten/informatie-voor-patienten/folders-voor-patienten/index.html	(from https://www.medrie.nl/patienten/informatie-voor-patienten)
10:34:16	193/193	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2001%20Jul%202024%2008:33:43%20GMT	https://www.medrie.nl/patienten/informatie-voor-patienten/mijn-factuur/	www.medrie.nl/patienten/informatie-voor-patienten/mijn-factuur/index.html	(from https://www.medrie.nl/patienten/informatie-voor-patienten)
10:34:16	190/190	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2001%20Jul%202024%2008:33:43%20GMT	https://www.medrie.nl/patienten/informatie-voor-patienten/ketenzorg/	www.medrie.nl/patienten/informatie-voor-patienten/ketenzorg/index.html	(from https://www.medrie.nl/patienten/informatie-voor-patienten)
10:34:16	25486/25486	---M--	200	added ('OK')	text/html	date:Mon,%2001%20Jul%202024%2008:34:15%20GMT	https://www.medrie.nl/medrie-actueel?showAll=False&tag=Flevoland	www.medrie.nl/medrie-actueelceeb.html	(from https://www.medrie.nl/medrie-actueel)
10:34:17	211/211	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2001%20Jul%202024%2008:33:44%20GMT	https://www.medrie.nl/patienten/informatie-voor-patienten/handleidingen-patientenportaal/	www.medrie.nl/patienten/informatie-voor-patienten/handleidingen-patientenportaal/index.html	(from https://www.medrie.nl/patienten/informatie-voor-patienten)
10:34:17	177/177	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2001%20Jul%202024%2008:34:15%20GMT	https://www.medrie.nl/klachtenformulier-huisartsenpost/	www.medrie.nl/klachtenformulier-huisartsenpost/index.html	(from https://www.medrie.nl/klacht-compliment)
10:34:17	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2001%20Jul%202024%2008:34:15%20GMT	https://www.medrie.nl/complimentenformulier-huisartsenpost-of-ketenzorg/	www.medrie.nl/complimentenformulier-huisartsenpost-of-ketenzorg/index.html	(from https://www.medrie.nl/klacht-compliment)
10:34:17	195/195	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2001%20Jul%202024%2008:34:16%20GMT	https://www.medrie.nl/professionals/ondersteuning-dagpraktijken/diabetes/	www.medrie.nl/professionals/ondersteuning-dagpraktijken/diabetes/index.html	(from https://www.medrie.nl/professionals/ondersteuning-dagpraktijken)
10:34:17	25465/25465	---M--	200	added ('OK')	text/html	date:Mon,%2001%20Jul%202024%2008:34:16%20GMT	https://www.medrie.nl/medrie-actueel?showAll=False&tag=Zwolle	www.medrie.nl/medrie-actueel32e0.html	(from https://www.medrie.nl/medrie-actueel)
10:34:18	190/190	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2001%20Jul%202024%2008:34:17%20GMT	https://www.medrie.nl/professionals/ondersteuning-dagpraktijken/vrm/	www.medrie.nl/professionals/ondersteuning-dagpraktijken/vrm/index.html	(from https://www.medrie.nl/professionals/ondersteuning-dagpraktijken)
10:34:18	191/191	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2001%20Jul%202024%2008:34:17%20GMT	https://www.medrie.nl/professionals/ondersteuning-dagpraktijken/copd/	www.medrie.nl/professionals/ondersteuning-dagpraktijken/copd/index.html	(from https://www.medrie.nl/professionals/ondersteuning-dagpraktijken)
10:34:18	209/209	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2001%20Jul%202024%2008:34:17%20GMT	https://www.medrie.nl/professionals/ondersteuning-dagpraktijken/samenwerken-in-de-wijk/	www.medrie.nl/professionals/ondersteuning-dagpraktijken/samenwerken-in-de-wijk/index.html	(from https://www.medrie.nl/professionals/ondersteuning-dagpraktijken)
10:34:18	219/219	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2001%20Jul%202024%2008:34:17%20GMT	https://www.medrie.nl/professionals/ondersteuning-dagpraktijken/doorontwikkeling-chronische-zorg/	www.medrie.nl/professionals/ondersteuning-dagpraktijken/doorontwikkeling-chronische-zorg/index.html	(from https://www.medrie.nl/professionals/ondersteuning-dagpraktijken)
10:34:19	25486/25486	---M--	200	added ('OK')	text/html	date:Mon,%2001%20Jul%202024%2008:34:19%20GMT	https://www.medrie.nl/medrie-actueel?showAll=False&tag=Hardenberg	www.medrie.nl/medrie-actueel1582.html	(from https://www.medrie.nl/medrie-actueel)
10:34:20	190/190	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2001%20Jul%202024%2008:34:19%20GMT	https://www.medrie.nl/professionals/ondersteuning-dagpraktijken/ggz/	www.medrie.nl/professionals/ondersteuning-dagpraktijken/ggz/index.html	(from https://www.medrie.nl/professionals/ondersteuning-dagpraktijken)
10:34:20	198/198	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2001%20Jul%202024%2008:34:19%20GMT	https://www.medrie.nl/professionals/ondersteuning-dagpraktijken/ouderenzorg/	www.medrie.nl/professionals/ondersteuning-dagpraktijken/ouderenzorg/index.html	(from https://www.medrie.nl/professionals/ondersteuning-dagpraktijken)
10:34:20	221/221	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2001%20Jul%202024%2008:34:19%20GMT	https://www.medrie.nl/professionals/ondersteuning-dagpraktijken/gecombineerde-leefstijlinterventie/	www.medrie.nl/professionals/ondersteuning-dagpraktijken/gecombineerde-leefstijlinterventie/index.html	(from https://www.medrie.nl/professionals/ondersteuning-dagpraktijken)
10:34:21	81842/81842	---M--	200	added ('OK')	text/html	date:Mon,%2001%20Jul%202024%2008:34:20%20GMT	https://www.medrie.nl/medrie-actueel?showAll=True&tag=	www.medrie.nl/medrie-actueel9302.html	(from https://www.medrie.nl/medrie-actueel)
10:34:31	204/204	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2001%20Jul%202024%2008:34:20%20GMT	https://www.medrie.nl/professionals/ondersteuning-dagpraktijken/laaggeletterdheid/	www.medrie.nl/professionals/ondersteuning-dagpraktijken/laaggeletterdheid/index.html	(from https://www.medrie.nl/professionals/ondersteuning-dagpraktijken)
10:34:59	196/196	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2001%20Jul%202024%2008:34:21%20GMT	https://www.medrie.nl/professionals/ondersteuning-dagpraktijken/financien/	www.medrie.nl/professionals/ondersteuning-dagpraktijken/financien/index.html	(from https://www.medrie.nl/professionals/ondersteuning-dagpraktijken)
10:35:00	204/204	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2001%20Jul%202024%2008:34:21%20GMT	https://www.medrie.nl/professionals/ondersteuning-dagpraktijken/regio-organisatie/	www.medrie.nl/professionals/ondersteuning-dagpraktijken/regio-organisatie/index.html	(from https://www.medrie.nl/professionals/ondersteuning-dagpraktijken)
10:35:02	216/216	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2001%20Jul%202024%2008:34:21%20GMT	https://www.medrie.nl/professionals/ondersteuning-dagpraktijken/digivaardig-in-de-dagpraktijk/	www.medrie.nl/professionals/ondersteuning-dagpraktijken/digivaardig-in-de-dagpraktijk/index.html	(from https://www.medrie.nl/professionals/ondersteuning-dagpraktijken)
10:35:02	213/213	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2001%20Jul%202024%2008:34:31%20GMT	https://www.medrie.nl/professionals/ondersteuning-dagpraktijken/keteninformatiesysteem-kis/	www.medrie.nl/professionals/ondersteuning-dagpraktijken/keteninformatiesysteem-kis/index.html	(from https://www.medrie.nl/professionals/ondersteuning-dagpraktijken)
10:35:02	25516/25516	---M--	200	added ('OK')	text/html	date:Mon,%2001%20Jul%202024%2008:35:02%20GMT	https://www.medrie.nl/nieuws?showAll=False&tag=Flevoland	www.medrie.nl/nieuwsceeb.html	(from https://www.medrie.nl/nieuws)
10:35:03	201/201	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2001%20Jul%202024%2008:35:00%20GMT	https://www.medrie.nl/professionals/ondersteuning-dagpraktijken/no-show-beleid/	www.medrie.nl/professionals/ondersteuning-dagpraktijken/no-show-beleid/index.html	(from https://www.medrie.nl/professionals/ondersteuning-dagpraktijken)
10:35:03	202/202	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2001%20Jul%202024%2008:35:01%20GMT	https://www.medrie.nl/professionals/ondersteuning-dagpraktijken/rekentool-poh-s/	www.medrie.nl/professionals/ondersteuning-dagpraktijken/rekentool-poh-s/index.html	(from https://www.medrie.nl/professionals/ondersteuning-dagpraktijken)
10:35:03	195/195	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2001%20Jul%202024%2008:35:02%20GMT	https://www.medrie.nl/professionals/ondersteuning-dagpraktijken/opleiden/	www.medrie.nl/professionals/ondersteuning-dagpraktijken/opleiden/index.html	(from https://www.medrie.nl/professionals/ondersteuning-dagpraktijken)
10:35:03	220/220	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2001%20Jul%202024%2008:35:02%20GMT	https://www.medrie.nl/professionals/ondersteuning-dagpraktijken/toekomstbestendige-huisartsenzorg/	www.medrie.nl/professionals/ondersteuning-dagpraktijken/toekomstbestendige-huisartsenzorg/index.html	(from https://www.medrie.nl/professionals/ondersteuning-dagpraktijken)
10:35:03	25700/25700	---M--	200	added ('OK')	text/html	date:Mon,%2001%20Jul%202024%2008:35:03%20GMT	https://www.medrie.nl/nieuws?showAll=False&tag=Hardenberg	www.medrie.nl/nieuws1582.html	(from https://www.medrie.nl/nieuws)
10:35:04	165/165	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2001%20Jul%202024%2008:35:03%20GMT	https://www.medrie.nl/vacatures-huisartsen/	www.medrie.nl/vacatures-huisartsen/index.html	(from https://www.medrie.nl/professionals/huisarts-aios-worden-in-de-medrie-regio)
10:35:04	219/219	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2001%20Jul%202024%2008:35:03%20GMT	https://www.medrie.nl/professionals/huisarts-aios-worden-in-de-medrie-regio/aan-de-slag-als-aios/	www.medrie.nl/professionals/huisarts-aios-worden-in-de-medrie-regio/aan-de-slag-als-aios/index.html	(from https://www.medrie.nl/professionals/huisarts-aios-worden-in-de-medrie-regio)
10:35:04	221/221	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2001%20Jul%202024%2008:35:03%20GMT	https://www.medrie.nl/professionals/huisarts-aios-worden-in-de-medrie-regio/verhalen-van-collega-s/	www.medrie.nl/professionals/huisarts-aios-worden-in-de-medrie-regio/verhalen-van-collega-s/index.html	(from https://www.medrie.nl/professionals/huisarts-aios-worden-in-de-medrie-regio)
10:35:04	228/228	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2001%20Jul%202024%2008:35:03%20GMT	https://www.medrie.nl/professionals/huisarts-aios-worden-in-de-medrie-regio/huisarts-worden-in-onze-regio/	www.medrie.nl/professionals/huisarts-aios-worden-in-de-medrie-regio/huisarts-worden-in-onze-regio/index.html	(from https://www.medrie.nl/professionals/huisarts-aios-worden-in-de-medrie-regio)
10:35:05	25709/25709	---M--	200	added ('OK')	text/html	date:Mon,%2001%20Jul%202024%2008:35:04%20GMT	https://www.medrie.nl/nieuws?showAll=False&tag=Zwolle	www.medrie.nl/nieuws32e0.html	(from https://www.medrie.nl/nieuws)
10:35:06	186/186	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2001%20Jul%202024%2008:35:04%20GMT	https://www.medrie.nl/medrie-actueel/medrie-magazine-zomer-2024/	www.medrie.nl/medrie-actueel/medrie-magazine-zomer-2024/index.html	(from https://www.medrie.nl/medrie-actueel)
10:35:06	208/208	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2001%20Jul%202024%2008:35:04%20GMT	https://www.medrie.nl/medrie-actueel/vonnis-rechtbank-zwolle-rechtszaak-medrie-co-med/	www.medrie.nl/medrie-actueel/vonnis-rechtbank-zwolle-rechtszaak-medrie-co-med/index.html	(from https://www.medrie.nl/medrie-actueel)
10:35:06	219/219	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2001%20Jul%202024%2008:35:04%20GMT	https://www.medrie.nl/medrie-actueel/landelijke-publiekscampagne-huisartsenspoedposten-van-start/	www.medrie.nl/medrie-actueel/landelijke-publiekscampagne-huisartsenspoedposten-van-start/index.html	(from https://www.medrie.nl/medrie-actueel)
